parcel_id,apprlnd,apprbld,apprtot,landuse,school,pclass,staddr,usps_city,taxdesi,area_a,rooms,baths,bedrms,nostory,yearblt,proptyp,point_x,point_y,source_year,taxdist_code,staddr_norm,stories_x_sqft,sqft_prev,delta_sqft
170-003245,80100.0,246900.0,327000.0,510,2506,R,7933 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1952.0,6,2,4,20.0,2005.0,,1884220.26099,732071.802785,2024,170,7933 BLACK WILLOW DRIVE,39040.0,1952.0,0.0
170-003246,79400.0,297900.0,377300.0,510,2506,R,7927 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2265.0,8,2,4,20.0,2012.0,,1884166.3614,732075.279649,2024,170,7927 BLACK WILLOW DRIVE,45300.0,2265.0,0.0
171-001378,70400.0,242400.0,312800.0,510,4505,R,8050 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2760.0,8,2,4,20.0,2005.0,,1885502.74981,732851.316482,2024,171,8050 BEARDSLEY AV,55200.0,2760.0,0.0
171-001377,69300.0,214200.0,283500.0,510,4505,R,8044 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2312.0,8,2,4,20.0,2005.0,,1885450.35162,732854.562457,2024,171,8044 BEARDSLEY AV,46240.0,2312.0,0.0
170-003251,79400.0,256300.0,335700.0,510,2506,R,7897 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1984.0,8,2,4,20.0,2007.0,,1883902.91131,732092.281747,2024,170,7897 BLACK WILLOW DRIVE,39680.0,1984.0,0.0
170-003250,79400.0,258100.0,337500.0,510,2506,R,7903 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1798.0,6,2,4,20.0,2005.0,,1883956.8113,732088.802013,2024,170,7903 BLACK WILLOW DRIVE,35960.0,1798.0,0.0
170-003249,79400.0,215000.0,294400.0,510,2506,R,7909 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1218.0,9,2,4,10.0,2003.0,,1884010.71088,732085.326791,2024,170,7909 BLACK WILLOW DRIVE,12180.0,1218.0,0.0
170-003248,70600.0,250900.0,321500.0,510,2506,R,7915 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1704.0,6,2,4,20.0,2003.0,,1884061.5843,732082.066462,2024,170,7915 BLACK WILLOW DRIVE,34080.0,1704.0,0.0
170-003255,78600.0,208600.0,287200.0,510,2506,R,7869 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,1516.0,6,2,3,20.0,2003.0,,1883687.35933,732106.194121,2024,170,7869 BLACK WILLOW COURT,30320.0,1516.0,0.0
170-003253,73500.0,295400.0,368900.0,510,2506,R,7885 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2244.0,8,2,4,20.0,2012.0,,1883793.13545,732099.389262,2024,170,7885 BLACK WILLOW DRIVE,44880.0,2244.0,0.0
170-003254,79400.0,264400.0,343800.0,510,2506,R,7879 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2198.0,6,2,4,20.0,2003.0,,1883741.25891,732102.713977,2024,170,7879 BLACK WILLOW DRIVE,43960.0,2198.0,0.0
170-003252,82000.0,282900.0,364900.0,510,2506,R,7891 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2334.0,6,2,4,20.0,2006.0,,1883847.01329,732095.889844,2024,170,7891 BLACK WILLOW DRIVE,46680.0,2334.0,0.0
171-001370,70400.0,204700.0,275100.0,510,4505,R,8002 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2104.0,6,2,3,20.0,2005.0,,1885077.55873,732877.664855,2024,171,8002 BEARDSLEY AV,42080.0,2104.0,0.0
170-003258,69900.0,250100.0,320000.0,510,2506,R,7837 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,1833.0,5,2,3,20.0,2005.0,,1883528.70643,732116.434422,2024,170,7837 BLACK WILLOW COURT,36660.0,1833.0,0.0
170-003257,78600.0,277900.0,356500.0,510,2506,R,7849 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,1879.0,7,2,3,20.0,2003.0,,1883579.58477,732113.170813,2024,170,7849 BLACK WILLOW COURT,37580.0,1879.0,0.0
170-003256,78600.0,217400.0,296000.0,510,2506,R,7857 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,1644.0,6,2,3,20.0,2003.0,,1883633.45934,732109.671394,2024,170,7857 BLACK WILLOW COURT,32880.0,1644.0,0.0
170-001974,282100.0,1215300.0,1497400.0,510,2506,R,2357 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,5710.0,12,6,5,20.0,1998.0,,1882044.17651,740310.784421,2024,170,2357 COLTS NECK ROAD,114200.0,5710.0,0.0
171-001859,77000.0,327300.0,404300.0,510,4505,R,8671 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3234.0,6,3,4,20.0,2016.0,,1890417.93355,732958.938068,2024,171,8671 JEFFERSON RUN,64680.0,3234.0,0.0
171-001858,77000.0,247800.0,324800.0,510,4505,R,8665 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2060.0,6,2,3,20.0,2016.0,,1890354.98953,732952.099171,2024,171,8665 JEFFERSON RUN,41200.0,2060.0,0.0
171-001857,77000.0,271400.0,348400.0,510,4505,R,8653 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2416.0,8,2,4,20.0,2016.0,,1890302.18575,732932.636038,2024,171,8653 JEFFERSON RUN,48320.0,2416.0,0.0
170-001978,228800.0,684700.0,913500.0,510,2506,R,2457 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4534.0,10,3,5,20.0,1991.0,,1882800.34092,740893.046216,2024,170,2457 COLTS NECK ROAD,90680.0,4534.0,0.0
170-001977,253600.0,769800.0,1023400.0,510,2506,R,2433 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4534.0,10,4,4,20.0,1991.0,,1882516.90604,740888.790565,2024,170,2433 COLTS NECK ROAD,90680.0,4534.0,0.0
170-001976,406500.0,1622900.0,2029400.0,510,2506,R,2413 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,7084.0,13,5,5,20.0,1997.0,,1882081.71539,740883.545743,2024,170,2413 COLTS NECK ROAD,141680.0,7084.0,0.0
170-001975,429800.0,970200.0,1400000.0,510,2506,R,2389 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,8576.0,11,6,5,20.0,1993.0,,1881757.22457,740667.799783,2024,170,2389 COLTS NECK ROAD,171520.0,8576.0,0.0
170-001982,225500.0,807800.0,1033300.0,510,2506,R,2542 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4347.0,10,4,6,16.0,1993.0,,1883353.58908,740208.898552,2024,170,2542 COLTS NECK ROAD,69552.0,4347.0,0.0
170-001980,246300.0,931800.0,1178100.0,510,2506,R,2508 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,5235.0,12,5,5,20.0,1990.0,,1883260.55449,740771.406859,2024,170,2508 COLTS NECK ROAD,104700.0,5235.0,0.0
170-001981,232300.0,827500.0,1059800.0,510,2506,R,2541 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,5156.0,8,4,4,20.0,1992.0,,1883427.61944,740653.033572,2024,170,2541 COLTS NECK ROAD,103120.0,5156.0,0.0
170-001979,227100.0,796400.0,1023500.0,510,2506,R,2480 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4666.0,9,3,5,20.0,1990.0,,1883055.43515,740858.354684,2024,170,2480 COLTS NECK ROAD,93320.0,4666.0,0.0
170-001986,10000.0,0.0,10000.0,501,2506,R,COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1881762.64615,739499.211241,2024,170,COLTS NECK ROAD,,,
170-001985,233400.0,806700.0,1040100.0,510,2506,R,2420 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4104.0,7,4,4,20.0,2013.0,,1882655.6533,740408.738211,2024,170,2420 COLTS NECK ROAD,82080.0,4104.0,0.0
170-001984,238200.0,733500.0,971700.0,510,2506,R,2472 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4540.0,9,4,5,20.0,2006.0,,1882891.66456,740406.503144,2024,170,2472 COLTS NECK ROAD,90800.0,4540.0,0.0
170-001983,230800.0,700900.0,931700.0,510,2506,R,2506 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,5153.0,8,3,4,20.0,2003.0,,1883107.04307,740287.980169,2024,170,2506 COLTS NECK ROAD,103060.0,5153.0,0.0
171-001373,70400.0,218300.0,288700.0,510,4505,R,8020 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2312.0,8,2,4,20.0,2005.0,,1885239.25501,732867.64396,2024,171,8020 BEARDSLEY AV,46240.0,2312.0,0.0
171-001372,70400.0,179000.0,249400.0,510,4505,R,8014 BEARDSLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1680.0,7,2,3,20.0,2005.0,,1885186.85682,732870.889114,2024,171,8014 BEARDSLEY DRIVE,33600.0,1680.0,0.0
171-001371,70400.0,229800.0,300200.0,510,4505,R,8008 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2612.0,7,2,4,20.0,2005.0,,1885132.24817,732874.817502,2024,171,8008 BEARDSLEY AV,52240.0,2612.0,0.0
170-003261,83000.0,284100.0,367100.0,510,2506,R,7816 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2310.0,8,2,4,20.0,2003.0,,1883632.25445,732269.434854,2024,170,7816 BLACKLICK VIEW DRIVE,46200.0,2310.0,0.0
170-003262,83000.0,242800.0,325800.0,510,2506,R,7822 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1834.0,6,2,3,20.0,2003.0,,1883637.53946,732339.867374,2024,170,7822 BLACKLICK VIEW DRIVE,36680.0,1834.0,0.0
170-003260,91300.0,296700.0,388000.0,510,2506,R,7819 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,2530.0,7,2,3,20.0,2003.0,,1883382.45672,732175.682581,2024,170,7819 BLACK WILLOW COURT,50600.0,2530.0,0.0
170-003259,91300.0,281900.0,373200.0,510,2506,R,7825 BLACK WILLOW CT,Blacklick,JEFFERSON TOWNSHIP,2301.0,8,2,4,20.0,2003.0,,1883442.80437,732109.49628,2024,170,7825 BLACK WILLOW COURT,46020.0,2301.0,0.0
170-003266,83000.0,241800.0,324800.0,510,2506,R,7846 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1787.0,6,2,3,20.0,2003.0,,1883761.17562,732537.045457,2024,170,7846 BLACKLICK VIEW DRIVE,35740.0,1787.0,0.0
170-003265,83000.0,290200.0,373200.0,510,2506,R,7840 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2145.0,8,2,4,20.0,2014.0,,1883722.28626,732492.200977,2024,170,7840 BLACKLICK VIEW DRIVE,42900.0,2145.0,0.0
170-003264,83000.0,242900.0,325900.0,510,2506,R,7834 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1846.0,7,2,4,20.0,2003.0,,1883687.10506,732443.998153,2024,170,7834 BLACKLICK VIEW DRIVE,36920.0,1846.0,0.0
170-003263,83000.0,251000.0,334000.0,510,2506,R,7828 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1892.0,6,2,3,20.0,2003.0,,1883653.71889,732393.556161,2024,170,7828 BLACKLICK VIEW DRIVE,37840.0,1892.0,0.0
171-001366,71800.0,236000.0,307800.0,510,4505,R,1215 WILLOW OAK DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2312.0,8,2,4,20.0,2005.0,,1884865.42989,732857.502494,2024,171,1215 WILLOW OAK DRIVE,46240.0,2312.0,0.0
171-001367,78000.0,251500.0,329500.0,510,4505,R,1219 WILLOW OAK DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2612.0,8,2,4,20.0,2005.0,,1884868.8194,732911.431602,2024,171,1219 WILLOW OAK DRIVE,52240.0,2612.0,0.0
171-001365,70400.0,262200.0,332600.0,510,4505,R,1211 WILLOW OAK DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2760.0,8,2,4,20.0,2005.0,,1884858.42367,732743.701458,2024,171,1211 WILLOW OAK DRIVE,55200.0,2760.0,0.0
170-003267,83000.0,232300.0,315300.0,510,2506,R,7852 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1795.0,7,2,3,20.0,2003.0,,1883807.52436,732573.570975,2024,170,7852 BLACKLICK VIEW DRIVE,35900.0,1795.0,0.0
171-001864,77000.0,308700.0,385700.0,510,4505,R,8670 BOBWHITE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3012.0,8,2,4,20.0,2016.0,,1890417.28927,732839.013767,2024,171,8670 BOBWHITE DRIVE,60240.0,3012.0,0.0
171-001862,77000.0,239400.0,316400.0,510,4505,R,8682 BOBWHITE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2060.0,5,2,3,20.0,2017.0,,1890535.04494,732829.760177,2024,171,8682 BOBWHITE DRIVE,41200.0,2060.0,0.0
171-001861,77000.0,316000.0,393000.0,510,4505,R,8687 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3103.0,7,2,3,20.0,2016.0,,1890541.45938,732947.829987,2024,171,8687 JEFFERSON RUN,62060.0,3103.0,0.0
170-001964,448900.0,0.0,448900.0,463,2506,C,REYN NEW ALBANY RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1880879.44951,732243.219765,2024,170,REYN NEW ALBANY ROAD,,,
170-001962,784600.0,0.0,784600.0,463,2506,C,TAYLOR RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1877367.30881,730750.474637,2024,170,TAYLOR ROAD,,,
170-001963,1789100.0,4093300.0,5882400.0,463,2506,C,7271 JEFFERSON MEADOW DR,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1878961.46614,732729.746844,2024,170,7271 JEFFERSON MEADOW DRIVE,,,
170-001956,150700.0,479000.0,629700.0,511,2506,R,1835 DIXON RD,Blacklick,JEFFERSON TOWNSHIP,3084.0,8,4,4,20.0,1992.0,,1892532.83786,736073.250655,2024,170,1835 DIXON ROAD,61680.0,3084.0,0.0
171-001863,77000.0,310700.0,387700.0,510,4505,R,8674 BOBWHITE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3042.0,8,2,4,20.0,2016.0,,1890474.31344,732834.361956,2024,171,8674 BOBWHITE DRIVE,60840.0,3042.0,0.0
170-001970,227400.0,637800.0,865200.0,510,2506,R,7661 POND CLOSE CR,Blacklick,JEFFERSON TOWNSHIP,3958.0,7,4,3,11.0,1993.0,,1881727.00728,739656.190504,2024,170,7661 POND CLOSE CR,43538.0,3958.0,0.0
170-001967,98600.0,0.0,98600.0,501,2506,R,WAGGONER RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1887028.59977,738538.275663,2024,170,WAGGONER ROAD,,,
170-001965,529600.0,0.0,529600.0,463,2506,C,REYN NEW ALBANY RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1880036.52386,734626.649628,2024,170,REYN NEW ALBANY ROAD,,,
171-001855,77000.0,327100.0,404100.0,510,4505,R,8641 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3130.0,6,2,3,20.0,2016.0,,1890206.11434,732871.675283,2024,171,8641 JEFFERSON RUN,62600.0,3130.0,0.0
171-001856,77000.0,290500.0,367500.0,510,4505,R,8647 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2694.0,6,2,3,20.0,2016.0,,1890255.47365,732902.666855,2024,171,8647 JEFFERSON RUN,53880.0,2694.0,0.0
170-001972,234300.0,834800.0,1069100.0,510,2506,R,7660 POND CLOSE RD,Blacklick,JEFFERSON TOWNSHIP,4039.0,10,5,6,10.0,1997.0,,1881667.32359,740180.042392,2024,170,7660 POND CLOSE ROAD,40390.0,4039.0,0.0
170-001973,227900.0,715900.0,943800.0,510,2506,R,2323 COLTS NECK RD,Blacklick,JEFFERSON TOWNSHIP,4180.0,9,4,4,20.0,1992.0,,1881973.09151,740097.175514,2024,170,2323 COLTS NECK ROAD,83600.0,4180.0,0.0
170-001971,225900.0,470600.0,696500.0,510,2506,R,7657 POND CLOSE RD,Blacklick,JEFFERSON TOWNSHIP,5302.0,10,3,4,20.0,1991.0,,1881595.76287,739895.845126,2024,170,7657 POND CLOSE ROAD,106040.0,5302.0,0.0
170-003270,83000.0,249200.0,332200.0,510,2506,R,7870 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1976.0,7,2,3,20.0,2003.0,,1883965.20531,732654.403326,2024,170,7870 BLACKLICK VIEW DRIVE,39520.0,1976.0,0.0
170-003268,83000.0,281700.0,364700.0,510,2506,R,7858 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2340.0,8,2,4,20.0,2004.0,,1883856.82667,732607.026453,2024,170,7858 BLACKLICK VIEW DRIVE,46800.0,2340.0,0.0
171-001369,78000.0,215300.0,293300.0,510,4505,R,7996 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2312.0,7,2,4,20.0,2005.0,,1885015.65186,732881.860631,2024,171,7996 BEARDSLEY AV,46240.0,2312.0,0.0
171-001368,78000.0,262800.0,340800.0,510,4505,R,1221 WILLOW OAK DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2760.0,8,2,4,20.0,2005.0,,1884875.22072,732965.590778,2024,171,1221 WILLOW OAK DRIVE,55200.0,2760.0,0.0
170-003273,67900.0,221700.0,289600.0,510,2506,R,7888 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1652.0,7,2,3,20.0,2003.0,,1884136.51853,732645.829278,2024,170,7888 BLACKLICK VIEW DRIVE,33040.0,1652.0,0.0
170-003272,83000.0,249600.0,332600.0,510,2506,R,7882 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1921.0,7,2,3,20.0,2003.0,,1884084.31966,732650.12799,2024,170,7882 BLACKLICK VIEW DRIVE,38420.0,1921.0,0.0
170-003271,83000.0,277500.0,360500.0,510,2506,R,7876 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2222.0,7,2,3,20.0,2003.0,,1884026.02868,732654.580081,2024,170,7876 BLACKLICK VIEW DRIVE,44440.0,2222.0,0.0
170-003269,83000.0,246900.0,329900.0,510,2506,R,7864 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1850.0,7,2,3,10.0,2004.0,,1883908.88242,732638.540497,2024,170,7864 BLACKLICK VIEW DRIVE,18500.0,1850.0,0.0
170-003278,75600.0,261000.0,336600.0,510,2506,R,7918 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2168.0,5,2,3,10.0,2003.0,,1884397.04131,732629.111382,2024,170,7918 BLACKLICK VIEW DRIVE,21680.0,2168.0,0.0
170-003276,67200.0,262500.0,329700.0,510,2506,R,7906 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2106.0,8,2,3,20.0,2004.0,,1884292.24288,732635.846113,2024,170,7906 BLACKLICK VIEW DRIVE,42120.0,2106.0,0.0
170-003275,75600.0,286700.0,362300.0,510,2506,R,7900 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2388.0,8,2,4,20.0,2003.0,,1884241.34198,732639.115873,2024,170,7900 BLACKLICK VIEW DRIVE,47760.0,2388.0,0.0
170-003274,76400.0,257300.0,333700.0,510,2506,R,7894 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2003.0,8,2,4,20.0,2003.0,,1884187.44281,732642.578793,2024,170,7894 BLACKLICK VIEW DRIVE,40060.0,2003.0,0.0
170-003281,87700.0,235500.0,323200.0,510,2506,R,7956 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1890.0,5,2,3,10.0,2003.0,,1884453.39577,732259.709644,2024,170,7956 BLACK WILLOW DRIVE,18900.0,1890.0,0.0
170-003280,87700.0,295100.0,382800.0,510,2506,R,7925 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2154.0,7,2,4,20.0,2003.0,,1884463.88296,732429.407877,2024,170,7925 BLACKLICK VIEW DRIVE,43080.0,2154.0,0.0
170-003279,67200.0,221300.0,288500.0,510,2506,R,7924 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,1666.0,6,2,3,10.0,2004.0,,1884447.91637,732625.821116,2024,170,7924 BLACKLICK VIEW DRIVE,16660.0,1666.0,0.0
170-003277,75600.0,296500.0,372100.0,510,2506,R,7912 BLACKLICK VIEW DR,Blacklick,JEFFERSON TOWNSHIP,2496.0,7,2,3,20.0,2003.0,,1884343.14091,732632.574302,2024,170,7912 BLACKLICK VIEW DRIVE,49920.0,2496.0,0.0
170-001919,167500.0,412200.0,579700.0,511,2506,R,3480 WAGONER RD,Blacklick,JEFFERSON TOWNSHIP,2947.0,8,2,4,20.0,1992.0,,1888620.70289,736735.917473,2024,170,3480 WAGONER ROAD,58940.0,2947.0,0.0
170-001918,168600.0,377100.0,545700.0,511,2506,R,3472 WAGONER RD,Blacklick,JEFFERSON TOWNSHIP,2380.0,8,3,4,20.0,1989.0,,1888554.51659,737561.941493,2024,170,3472 WAGONER ROAD,47600.0,2380.0,0.0
171-001868,77000.0,312200.0,389200.0,510,4505,R,8650 BOBWHITE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3020.0,5,2,3,20.0,2016.0,,1890227.59764,732690.414573,2024,171,8650 BOBWHITE DRIVE,60400.0,3020.0,0.0
170-001923,166300.0,356100.0,522400.0,511,2506,R,6310 DARLING RD,Blacklick,JEFFERSON TOWNSHIP,2453.0,7,2,3,10.0,1989.0,,1877871.02541,742911.072035,2024,170,6310 DARLING ROAD,24530.0,2453.0,0.0
170-001922,173500.0,697200.0,870700.0,511,2506,R,3510 WAGGONER RD,Blacklick,JEFFERSON TOWNSHIP,4287.0,9,4,5,20.0,2004.0,,1888880.68638,737776.545723,2024,170,3510 WAGGONER ROAD,85740.0,4287.0,0.0
170-001920,171100.0,412000.0,583100.0,511,2506,R,3490 WAGGONER RD,Blacklick,JEFFERSON TOWNSHIP,2949.0,7,2,3,10.0,1989.0,,1888834.56852,737532.685482,2024,170,3490 WAGGONER ROAD,29490.0,2949.0,0.0
170-001921,173100.0,531400.0,704500.0,511,2506,R,3500 WAGGONER RD,Blacklick,JEFFERSON TOWNSHIP,4205.0,8,3,4,20.0,1991.0,,1888415.48307,737755.339647,2024,170,3500 WAGGONER ROAD,84100.0,4205.0,0.0
170-001928,359500.0,1286000.0,1645500.0,512,2506,R,3215 ROCKY FORK PL,Columbus,JEFFERSON TOWNSHIP,5837.0,7,5,3,20.0,1980.0,,1874038.64216,743158.206958,2024,170,3215 ROCKY FORK PL,116740.0,5837.0,0.0
170-001927,166800.0,701400.0,868200.0,510,2506,R,3231 ROCKY FORK PL,Columbus,JEFFERSON TOWNSHIP,4172.0,7,3,3,20.0,1987.0,,1874584.66264,743664.138935,2024,170,3231 ROCKY FORK PL,83440.0,4172.0,0.0
170-001925,174700.0,373200.0,547900.0,511,2506,R,6315 CLARK STATE RD,Blacklick,JEFFERSON TOWNSHIP,2802.0,8,3,4,10.0,1957.0,,1877893.39536,743305.629563,2024,170,6315 CLARK STATE ROAD,28020.0,2802.0,0.0
170-001926,254200.0,2037500.0,2291700.0,511,2506,R,3440 MANN RD,Blacklick,JEFFERSON TOWNSHIP,6030.0,11,5,6,20.0,2006.0,,1876676.03518,737967.531233,2024,170,3440 MANN ROAD,120600.0,6030.0,0.0
170-001924,268000.0,310200.0,578200.0,511,2506,R,6300 DARLING RD,Blacklick,JEFFERSON TOWNSHIP,2698.0,7,4,3,20.0,1991.0,,1877566.72155,742899.175324,2024,170,6300 DARLING ROAD,53960.0,2698.0,0.0
171-001860,77000.0,221700.0,298700.0,510,4505,R,8683 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1776.0,5,2,3,20.0,2016.0,,1890478.62281,732952.650351,2024,171,8683 JEFFERSON RUN,35520.0,1776.0,0.0
170-001931,45900.0,0.0,45900.0,500,2506,R,ROCKY FORK PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874785.89173,743988.890992,2024,170,ROCKY FORK PL,,,
170-001930,39900.0,0.0,39900.0,122,2506,A,HEADLEY RD,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874476.90818,744081.747598,2024,170,HEADLEY ROAD,,,
170-001929,150500.0,715200.0,865700.0,510,2506,R,3230 ROCKY FORK PL,Columbus,JEFFERSON TOWNSHIP,4838.0,9,4,5,20.0,1990.0,,1874900.16275,743693.907986,2024,170,3230 ROCKY FORK PL,96760.0,4838.0,0.0
171-001364,72500.0,260700.0,333200.0,510,4505,R,1207 WILLOW OAK DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2760.0,8,2,4,20.0,2005.0,,1884855.05343,732688.796302,2024,171,1207 WILLOW OAK DRIVE,55200.0,2760.0,0.0
171-001363,78000.0,250400.0,328400.0,510,4505,R,7997 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2780.0,6,2,4,20.0,2005.0,,1885005.02689,732711.07275,2024,171,7997 BEARDSLEY AV,55600.0,2780.0,0.0
171-001362,69300.0,214800.0,284100.0,510,4505,R,8003 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2312.0,6,2,4,20.0,2005.0,,1885065.6493,732707.913718,2024,171,8003 BEARDSLEY AV,46240.0,2312.0,0.0
171-001361,70400.0,245800.0,316200.0,510,4505,R,8009 BEARDSLEY AV,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2896.0,6,2,4,20.0,2005.0,,1885118.05036,732704.684968,2024,171,8009 BEARDSLEY AV,57920.0,2896.0,0.0
170-003286,87700.0,267100.0,354800.0,510,2506,R,7926 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1892.0,7,3,3,20.0,2003.0,,1884183.93847,732276.290976,2024,170,7926 BLACK WILLOW DRIVE,37840.0,1892.0,0.0
170-003284,87700.0,295600.0,383300.0,510,2506,R,7938 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2059.0,7,2,3,20.0,2004.0,,1884291.69826,732269.672304,2024,170,7938 BLACK WILLOW DRIVE,41180.0,2059.0,0.0
170-003283,87700.0,250100.0,337800.0,510,2506,R,7944 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1874.0,8,2,4,20.0,2003.0,,1884345.59866,732266.350051,2024,170,7944 BLACK WILLOW DRIVE,37480.0,1874.0,0.0
170-003282,87700.0,253000.0,340700.0,510,2506,R,7950 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2098.0,8,2,4,20.0,2003.0,,1884399.49824,732263.028207,2024,170,7950 BLACK WILLOW DRIVE,41960.0,2098.0,0.0
170-003289,83000.0,244800.0,327800.0,510,2506,R,7908 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1918.0,7,2,4,20.0,2003.0,,1884022.78681,732286.746581,2024,170,7908 BLACK WILLOW DRIVE,38360.0,1918.0,0.0
170-003288,87700.0,247000.0,334700.0,510,2506,R,7914 BLACK WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1958.0,8,2,3,20.0,2003.0,,1884076.58058,732282.392915,2024,170,7914 BLACK WILLOW DRIVE,39160.0,1958.0,0.0
